1 
1 200 
  22.163469 5.750763 42.250878 1  ; 
  22.892484 5.758673 41.227164 1  ; 
  23.630354 5.764134 40.301577 1  ; 
  24.376883 5.766868 39.499048 1  ; 
  25.131890 5.766502 38.841243 1  ; 
  25.895272 5.760662 38.229285 1  ; 
  26.666858 5.748802 37.622899 1  ; 
  27.446437 5.731525 37.035232 1  ; 
  28.233796 5.709481 36.480189 1  ; 
  29.028721 5.683375 35.972426 1  ; 
  29.830998 5.653961 35.527326 1  ; 
  30.640417 5.622042 35.160989 1  ; 
  31.456772 5.587689 34.880377 1  ; 
  32.279895 5.546400 34.625559 1  ; 
  33.109586 5.498601 34.382124 1  ; 
  33.945634 5.445943 34.148585 1  ; 
  34.787829 5.390164 33.923363 1  ; 
  35.635958 5.333081 33.704786 1  ; 
  36.489806 5.276595 33.491095 1  ; 
  37.349158 5.222679 33.280445 1  ; 
  38.213802 5.170766 33.071113 1  ; 
  39.083529 5.118026 32.862655 1  ; 
  39.958119 5.064923 32.655148 1  ; 
  40.837351 5.011975 32.448667 1  ; 
  41.721004 4.959715 32.243286 1  ; 
  42.608854 4.908691 32.039077 1  ; 
  43.500677 4.859464 31.836110 1  ; 
  44.396253 4.812515 31.635279 1  ; 
  45.295383 4.767489 31.440664 1  ; 
  46.197844 4.723919 31.250342 1  ; 
  47.103403 4.681387 31.061320 1  ; 
  48.011824 4.639463 30.870535 1  ; 
  48.922874 4.597707 30.674870 1  ; 
  49.836313 4.555673 30.471156 1  ; 
  50.751905 4.512935 30.256258 1  ; 
  51.669457 4.469766 30.029926 1  ; 
  52.588757 4.426477 29.794459 1  ; 
  53.509573 4.383208 29.552064 1  ; 
  54.431665 4.340099 29.304979 1  ; 
  55.354795 4.297294 29.055465 1  ; 
  56.278718 4.254934 28.805798 1  ; 
  57.203195 4.213152 28.558088 1  ; 
  58.128028 4.171778 28.308753 1  ; 
  59.052999 4.130741 28.056663 1  ; 
  59.977861 4.090102 27.803319 1  ; 
  60.902372 4.049925 27.550228 1  ; 
  61.826288 4.010271 27.298889 1  ; 
  62.749366 3.971199 27.050797 1  ; 
  63.671370 3.932772 26.807191 1  ; 
  64.592136 3.895016 26.566099 1  ; 
  65.511446 3.857858 26.327125 1  ; 
  66.429056 3.821207 26.090770 1  ; 
  67.344723 3.784975 25.857525 1  ; 
  68.258199 3.749076 25.627875 1  ; 
  69.169238 3.713422 25.402292 1  ; 
  70.077608 3.678027 25.181973 1  ; 
  70.983132 3.643102 24.968419 1  ; 
  71.885584 3.608560 24.759552 1  ; 
  72.784733 3.574289 24.553106 1  ; 
  73.680349 3.540180 24.346866 1  ; 
  74.572197 3.506127 24.138669 1  ; 
  75.460048 3.472033 23.926388 1  ; 
  76.343696 3.437964 23.708671 1  ; 
  77.222926 3.404003 23.487760 1  ; 
  78.097515 3.370186 23.266566 1  ; 
  78.967240 3.336545 23.047914 1  ; 
  79.831881 3.303117 22.834536 1  ; 
  80.691218 3.269932 22.629052 1  ; 
  81.545050 3.236983 22.422643 1  ; 
  82.393172 3.204257 22.212995 1  ; 
  83.235368 3.171773 22.009732 1  ; 
  84.071421 3.139549 21.822075 1  ; 
  84.901117 3.107603 21.658826 1  ; 
  85.724246 3.075952 21.528182 1  ; 
  86.540613 3.044676 21.414063 1  ; 
  87.350024 3.013767 21.307408 1  ; 
  88.152272 2.983147 21.215974 1  ; 
  88.947153 2.952741 21.147085 1  ; 
  89.734464 2.922480 21.107624 1  ; 
  90.514007 2.892319 21.100680 1  ; 
  91.285596 2.862375 21.100469 1  ; 
  92.049040 2.832637 21.100282 1  ; 
  92.804148 2.803054 21.100134 1  ; 
  93.550728 2.773579 21.100036 1  ; 
  94.288593 2.744172 21.100000 1  ; 
  95.017560 2.714826 21.100000 1  ; 
  95.737452 2.685575 21.100000 1  ; 
  96.448086 2.656434 21.100000 1  ; 
  97.149284 2.627421 21.100000 1  ; 
  97.840870 2.598550 21.100000 1  ; 
  98.522673 2.569792 21.100000 1  ; 
  99.194527 2.541117 21.100000 1  ; 
  99.856264 2.512605 21.100000 1  ; 
  100.507716 2.484334 21.100000 1  ; 
  101.148718 2.456378 21.100000 1  ; 
  101.779113 2.428732 21.100000 1  ; 
  102.398748 2.401353 21.100000 1  ; 
  103.007465 2.374279 21.100000 1  ; 
  103.605112 2.347548 21.100000 1  ; 
  104.191537 2.321191 21.100000 1  ; 
  104.766600 2.295179 21.100000 1  ; 
  105.330156 2.269527 21.100000 1  ; 
  105.882064 2.244275 21.100000 1  ; 
  106.422184 2.219460 21.100000 1  ; 
  106.950382 2.195094 21.100000 1  ; 
  107.466530 2.171161 21.100000 1  ; 
  107.970498 2.147681 21.100000 1  ; 
  108.462158 2.124669 21.100000 1  ; 
  108.941388 2.102129 21.100000 1  ; 
  109.408074 2.080037 21.100000 1  ; 
  109.862094 2.058450 21.100000 1  ; 
  110.303333 2.037431 21.100000 1  ; 
  110.731679 2.017023 21.100000 1  ; 
  111.147047 1.997208 21.100000 1  ; 
  111.549319 1.977982 21.100000 1  ; 
  111.938374 1.959353 21.100000 1  ; 
  112.314113 1.941335 21.100000 1  ; 
  112.676488 1.923964 21.100000 1  ; 
  113.025401 1.907186 21.100000 1  ; 
  113.360743 1.890949 21.100000 1  ; 
  113.682418 1.875254 21.100000 1  ; 
  113.990369 1.860147 21.100000 1  ; 
  114.284517 1.845498 21.100000 1  ; 
  114.564784 1.831203 21.100000 1  ; 
  114.831097 1.816527 21.100000 1  ; 
  115.083394 1.800201 21.100000 1  ; 
  115.321613 1.783330 21.100000 1  ; 
  115.545694 1.766870 21.100000 1  ; 
  115.755579 1.747678 21.100000 1  ; 
  115.951218 1.712964 21.100000 1  ; 
  116.132561 1.667754 21.100000 1  ; 
  116.299564 1.617551 21.100000 1  ; 
  116.452184 1.566430 21.100000 1  ; 
  116.590384 1.482999 21.100000 1  ; 
  116.714130 1.339084 21.100000 1  ; 
  116.823389 1.171049 21.100000 1  ; 
  116.918136 1.003686 21.100000 1  ; 
  116.998346 0.852237 21.100000 1  ; 
  117.064000 0.725049 21.100000 1  ; 
  117.115082 0.625838 21.100000 1  ; 
  117.151577 0.555550 21.100000 1  ; 
  117.173478 0.513817 21.100000 1  ; 
  117.180779 0.500000 21.100000 1  ;
