# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
  67    4.088366e+02    5.027999e+03   -4.558032e+02    3.161813e+01    1.291891e+02    1.453455e+03    3.890407e+02    4.873068e+03   -4.473613e+02    3.236949e+01    1.213357e+02    1.349849e+03
  68    3.890407e+02    4.873068e+03   -4.473613e+02    3.236949e+01    1.213357e+02    1.349849e+03    3.684525e+02    4.714344e+03   -4.373021e+02    3.609703e+01    1.131809e+02    1.250563e+03
  69    3.684525e+02    4.714344e+03   -4.373021e+02    3.609703e+01    1.131809e+02    1.250563e+03    3.467297e+02    4.547394e+03   -4.241904e+02    4.375708e+01    1.042371e+02    1.153206e+03
  70    3.467297e+02    4.547394e+03   -4.241904e+02    4.375708e+01    1.042371e+02    1.153206e+03    3.235030e+02    4.369179e+03   -4.081449e+02    4.960706e+01    9.500486e+01    1.056343e+03
  71    3.235030e+02    4.369179e+03   -4.081449e+02    4.960706e+01    9.500486e+01    1.056343e+03    2.985271e+02    4.180642e+03   -3.893856e+02    4.980619e+01    8.587991e+01    9.602349e+02
  72    2.985271e+02    4.180642e+03   -3.893856e+02    4.980619e+01    8.587991e+01    9.602349e+02    2.709656e+02    3.975174e+03   -3.681352e+02    4.771574e+01    7.654741e+01    8.616905e+02
  73    2.709656e+02    3.975174e+03   -3.681352e+02    4.771574e+01    7.654741e+01    8.616905e+02    2.396196e+02    3.739660e+03   -3.435634e+02    4.328904e+01    6.662868e+01    7.554400e+02
  74    2.396196e+02    3.739660e+03   -3.435634e+02    4.328904e+01    6.662868e+01    7.554400e+02    2.030965e+02    3.439868e+03   -3.129424e+02    3.662410e+01    5.513934e+01    6.298612e+02
  75    2.030965e+02    3.439868e+03   -3.129424e+02    3.662410e+01    5.513934e+01    6.298612e+02    1.617022e+02    3.056920e+03   -2.750680e+02    2.826687e+01    4.209713e+01    4.844560e+02
  76    1.617022e+02    3.056920e+03   -2.750680e+02    2.826687e+01    4.209713e+01    4.844560e+02    1.179031e+02    2.543110e+03   -2.263698e+02    1.864475e+01    2.765237e+01    3.203665e+02
  77    1.179031e+02    2.543110e+03   -2.263698e+02    1.864475e+01    2.765237e+01    3.203665e+02    7.394228e+01    1.895469e+03   -1.669676e+02    9.511056e+00    1.403092e+01    1.634955e+02
  78    7.394228e+01    1.895469e+03   -1.669676e+02    9.511056e+00    1.403092e+01    1.634955e+02    2.720262e+01    1.207116e+03   -1.047345e+02    2.313578e+00    3.398255e+00    3.976741e+01
  79    2.720262e+01    1.207116e+03   -1.047345e+02    2.313578e+00    3.398255e+00    3.976741e+01    0.000000e+00    0.000000e+00    0.000000e+00    3.076878e-17   -1.354308e-17   -1.007887e-15
